storeid,itemid,price
657,47,65.73,2020-07-01
490,46,21.51,2020-01-16
39,14,51.04,2020-04-25
145,15,57.34,2020-04-14
334,26,90.46,2020-09-24
244,11,11.53,2020-06-20
172,29,75.87,2020-07-08
987,9,21.92,2020-09-24
514,14,5.48,2020-10-22
883,19,62.77,2020-03-12
44,46,24.12,2020-08-09
419,17,70.56,2020-03-11
516,19,92.84,2020-11-13
968,41,23.4,2020-09-12
531,38,98.53,2020-10-02
845,17,23.27,2020-03-07
759,48,56.67,2020-02-07
154,49,46.96,2020-03-09
314,39,12.45,2020-01-23
640,34,76.44,2020-04-26
955,28,95.16,2020-04-23
533,11,71.2,2020-01-17
911,47,46.14,2020-05-15
990,3,30.8,2020-11-07
381,31,38.54,2020-02-20
626,16,72.06,2020-05-22
801,45,77.48,2020-05-22
698,18,44.45,2020-09-04
443,40,34.39,2020-10-05
2,32,54.67,2020-11-15
997,33,72.13,2020-02-28
978,16,61.84,2020-11-20
776,8,82.91,2020-01-13
275,32,7.82,2020-05-12
185,50,8.39,2020-02-07
981,30,43.25,2020-02-18
13,43,73.94,2020-06-07
49,23,42.76,2020-07-07
904,13,54.34,2020-05-04
230,40,11.25,2020-04-18
786,49,59.2,2020-01-11
668,48,56.67,2020-04-10
563,49,11.47,2020-01-25
799,35,26.56,2020-11-05
25,21,52.03,2020-04-17
148,39,2.33,2020-05-07
263,32,25.07,2020-11-09
304,31,13.18,2020-01-28
401,49,97.97,2020-11-05
776,18,27.1,2020-07-13
671,33,11.93,2020-06-26
328,8,92.88,2020-08-04
950,30,67.12,2020-04-12
374,21,41.72,2020-02-02
304,12,33.73,2020-03-19
359,29,32.26,2020-10-25
747,23,30.54,2020-01-22
644,47,26.09,2020-10-27
895,33,26.24,2020-05-03
558,1,51.62,2020-02-02
436,14,29.44,2020-02-17
583,15,76.85,2020-12-24
290,27,72.64,2020-11-25
497,46,83.12,2020-01-02
939,25,69.36,2020-01-13
259,35,60.95,2020-12-12
749,18,95.75,2020-02-18
999,31,0.69,2020-09-17
577,4,44.36,2020-06-13
261,30,62.24,2020-06-28
616,4,83.38,2020-09-25
544,17,28.52,2020-10-24
318,41,26.6,2020-05-23
996,16,43.66,2020-08-03
712,39,70.26,2020-10-10
355,49,52.84,2020-09-06
952,11,27.28,2020-08-20
560,4,46.35,2020-11-19
758,18,8.26,2020-05-31
778,36,92.68,2020-02-22
849,39,52.19,2020-03-02
873,41,9.76,2020-09-30
680,49,13.92,2020-10-21
94,25,37.52,2020-05-05
303,49,84.36,2020-12-28
628,5,64.38,2020-03-23
448,30,25.39,2020-12-14
786,47,25.15,2020-06-15
564,31,83.12,2020-08-17
717,47,30.92,2020-03-21
397,30,89.14,2020-10-04
669,9,10.42,2020-08-31
367,32,77.83,2020-07-21
126,23,87.77,2020-03-03
565,10,2.72,2020-12-16
735,22,41.09,2020-11-02
621,40,61.28,2020-10-23
157,14,34.57,2020-11-07
791,2,62.89,2020-11-12
681,29,7.06,2020-01-12
279,28,82.26,2020-08-20
455,32,68.29,2020-10-09
517,36,9.11,2020-11-25
780,9,89.18,2020-12-21
578,1,76.98,2020-02-19
30,26,57.26,2020-10-31
137,42,77.65,2020-02-22
718,14,96.31,2020-03-13
785,8,50.5,2020-06-03
442,30,59.97,2020-01-07
611,32,67.23,2020-02-10
632,4,8.13,2020-03-16
495,20,55.51,2020-12-19
881,35,62.29,2020-01-24
658,6,83.98,2020-12-11
724,31,81.01,2020-05-11
550,32,43.65,2020-11-17
582,35,31.05,2020-09-12
346,18,56.22,2020-06-10
959,13,35.83,2020-10-13
846,1,70.1,2020-06-13
136,14,55.91,2020-07-27
93,15,21.01,2020-03-19
280,49,15.25,2020-04-20
534,11,13.85,2020-08-30
400,49,43.19,2020-04-22
999,42,42.93,2020-11-13
381,33,14.81,2020-10-05
200,19,70.68,2020-10-08
967,35,1.04,2020-07-02
348,18,72.51,2020-07-06
833,11,59.52,2020-10-04
206,1,21.21,2020-03-05
707,22,27.33,2020-09-09
53,21,16.57,2020-01-05
716,21,12.36,2020-06-10
810,12,19.72,2020-01-17
104,28,23.17,2020-02-11
354,24,60.1,2020-08-18
342,44,25.71,2020-02-21
223,27,30.28,2020-01-26
957,12,35.94,2020-05-27
640,36,78.97,2020-06-02
934,16,99.51,2020-03-24
737,7,94.5,2020-02-18
262,25,18.29,2020-05-25
389,18,78.4,2020-03-13
291,34,41.45,2020-04-19
689,38,25.93,2020-08-04
790,24,8.03,2020-08-11
861,33,31.73,2020-05-04
493,6,16.58,2020-03-31
997,41,85.28,2020-05-05
775,25,31.09,2020-07-02
688,40,84.17,2020-08-10
108,12,23.35,2020-07-27
800,8,62.01,2020-07-25
325,26,77.66,2020-05-06
935,19,78.66,2020-05-31
258,47,56.31,2020-07-07
805,43,46.14,2020-09-03
477,49,37.03,2020-11-22
64,1,56.59,2020-08-20
656,45,16.29,2020-01-15
856,13,65.67,2020-08-02
614,32,51.05,2020-11-05
146,49,17.59,2020-11-11
688,42,16.15,2020-10-09
230,8,82.65,2020-06-25
803,32,0.76,2020-02-06
154,24,24.46,2020-06-24
530,42,26.7,2020-01-07
663,50,38.12,2020-03-27
230,30,12.36,2020-08-01
969,26,66.01,2020-09-11
88,35,49.37,2020-02-11
718,25,87.58,2020-02-23
373,50,75.52,2020-08-25
485,40,61.43,2020-08-20
238,12,67.6,2020-10-03
490,12,29.97,2020-09-05
705,41,7.88,2020-09-07
83,5,13.98,2020-05-06
679,18,35.05,2020-12-14
843,32,90.84,2020-04-08
984,31,52.47,2020-07-26
379,25,80.69,2020-05-15
847,26,93.43,2020-08-04
543,2,45.81,2020-03-04
873,31,71.79,2020-01-25
179,32,48.76,2020-12-15
107,3,93.16,2020-04-05
844,17,85.45,2020-11-02
447,22,39.45,2020-03-28
151,21,9.65,2020-02-22
914,31,58.21,2020-02-20
493,5,97.14,2020-05-05
267,30,54.76,2020-05-10
635,13,13.64,2020-01-02
45,46,49.66,2020-03-16
66,46,38.33,2020-05-29
550,47,60.52,2020-06-25
158,22,94.61,2020-07-25
82,19,84.1,2020-10-07
627,40,22.29,2020-08-09
554,6,91.84,2020-11-15
332,38,90.06,2020-04-03
735,12,54.62,2020-09-08
485,46,79.71,2020-05-05
825,17,77.44,2020-02-15
352,13,12.48,2020-03-13
184,27,14.63,2020-12-13
486,46,65.65,2020-11-12
944,5,58.68,2020-11-23
437,4,44.08,2020-08-21
957,22,23.14,2020-11-16
736,23,30.3,2020-07-23
878,11,66.05,2020-05-08
12,49,64.27,2020-10-02
359,27,49.19,2020-09-09
808,43,98.07,2020-01-22
579,38,34.08,2020-07-21
562,17,81.27,2020-12-25
120,48,17.6,2020-08-21
388,20,11.54,2020-07-05
925,42,86.81,2020-02-24
309,7,60.04,2020-12-24
202,27,6.18,2020-08-26
113,20,93.21,2020-08-29
949,23,32.52,2020-10-08
683,18,6.62,2020-11-22
49,42,75.87,2020-12-19
376,37,34.03,2020-01-26
25,9,12.29,2020-01-13
311,20,64.01,2020-07-06
581,21,28.09,2020-03-01
75,42,16.07,2020-01-03
387,19,71.89,2020-11-18
394,46,70.75,2020-06-16
804,30,12.25,2020-08-10
687,3,93.6,2020-04-14
843,21,61.09,2020-11-26
821,39,48.14,2020-04-05
427,30,9.06,2020-04-02
960,49,77.56,2020-03-13
672,22,8.86,2020-02-24
991,8,99.1,2020-08-10
389,5,46.71,2020-04-13
297,19,57.24,2020-07-07
436,15,10.43,2020-09-04
895,40,89.79,2020-02-17
226,40,75.48,2020-05-15
773,13,25.83,2020-03-29
65,12,86.54,2020-03-17
152,34,51.85,2020-06-09
125,1,82.82,2020-07-21
602,46,31.43,2020-06-25
877,1,32.76,2020-06-28
213,23,75.57,2020-08-05
191,3,11.53,2020-06-28
299,7,8.5,2020-08-09
604,32,33.08,2020-09-01
255,33,36.59,2020-06-24
126,12,75.68,2020-08-28
430,20,76.38,2020-12-19
614,24,15.26,2020-02-13
561,40,59.27,2020-05-19
300,26,58.85,2020-04-26
406,13,95.56,2020-04-24
211,7,20.85,2020-06-09
1000,14,54.47,2020-07-28
353,8,46.86,2020-05-07
200,28,73.93,2020-04-08
341,50,73.59,2020-02-10
839,45,78.51,2020-01-28
632,42,59.6,2020-08-20
355,30,93.39,2020-12-10
491,31,61.21,2020-05-28
498,19,95.9,2020-10-28
942,4,12.2,2020-05-31
120,13,3.4,2020-03-29
834,34,10.14,2020-10-27
62,4,66.85,2020-11-27
94,9,62.5,2020-04-17
74,6,77.15,2020-04-13
709,4,78.24,2020-12-04
244,41,66.62,2020-05-26
526,28,91.46,2020-10-01
862,10,35.4,2020-02-27
926,44,33.67,2020-06-30
66,48,48.84,2020-06-19
60,2,44.38,2020-12-08
415,38,5.8,2020-12-23
794,39,36.95,2020-04-03
130,41,72.35,2020-08-03
724,36,69.35,2020-08-05
822,5,52.13,2020-11-20
679,39,71.79,2020-03-01
503,33,97.63,2020-07-27
773,3,77.91,2020-11-09
265,9,35.19,2020-04-20
265,2,50.65,2020-09-10
577,31,36.25,2020-09-26
631,31,59.21,2020-09-18
923,18,49.19,2020-01-09
308,11,42.75,2020-08-28
759,27,93.01,2020-02-02
87,33,92.24,2020-04-06
755,25,22.24,2020-06-05
994,12,22.56,2020-04-14
337,18,91.09,2020-01-14
335,34,63.48,2020-10-17
224,42,69.4,2020-10-22
808,46,1.28,2020-02-29
609,17,33.01,2020-04-05
794,31,33.67,2020-10-30
259,13,18.37,2020-02-05
224,48,69.08,2020-07-29
580,11,80.65,2020-09-14
155,20,28.77,2020-07-06
114,50,29.42,2020-11-28
852,9,61.68,2020-08-04
550,38,69.48,2020-02-19
683,34,58.21,2020-06-29
973,35,96.07,2020-08-19
214,19,24.99,2020-02-24
836,50,54.74,2020-06-24
126,28,40.49,2020-03-18
140,47,40.22,2020-03-19
239,15,69.95,2020-04-28
273,23,88.63,2020-02-05
684,48,2.99,2020-06-13
679,35,30.44,2020-08-12
487,45,86.43,2020-11-01
308,48,24.82,2020-06-29
126,17,10.05,2020-05-18
887,26,84.55,2020-10-27
388,30,82.37,2020-03-11
695,31,25.49,2020-08-11
568,42,17.18,2020-11-11
609,32,78.13,2020-10-22
906,41,36.6,2020-12-22
89,36,25.73,2020-03-21
4,28,6.2,2020-04-15
960,12,80.46,2020-01-24
378,45,99.2,2020-10-03
57,9,56.39,2020-01-03
872,21,56.06,2020-02-04
905,6,42.58,2020-06-22
236,13,26.34,2020-01-30
221,45,94.63,2020-09-12
928,20,83.13,2020-05-11
50,26,43.58,2020-12-14
733,28,69.43,2020-08-21
421,12,55.02,2020-02-23
140,16,67.29,2020-06-12
915,31,10.46,2020-09-12
414,31,48.7,2020-02-19
972,7,19.35,2020-07-27
848,23,99.65,2020-01-17
201,48,20.21,2020-05-09
259,29,82.43,2020-10-21
212,30,70.15,2020-10-30
323,15,84.62,2020-05-29
746,15,27.25,2020-06-08
377,26,36.26,2020-07-06
890,40,72.5,2020-08-03
115,12,44.42,2020-12-17
126,20,58.22,2020-10-19
425,39,96.67,2020-10-22
19,32,62.11,2020-09-30
935,27,96.7,2020-07-21
825,31,75.45,2020-05-09
900,34,9.9,2020-03-10
328,6,80.83,2020-02-17
643,36,27.16,2020-01-07
342,49,89.15,2020-11-04
231,7,11.08,2020-05-15
964,37,8.37,2020-02-18
924,41,0.3,2020-04-13
677,25,59.93,2020-10-07
44,38,88.24,2020-08-01
790,2,45.55,2020-10-27
758,28,28.49,2020-05-18
311,41,34.49,2020-04-16
54,16,45.1,2020-06-28
111,39,56.71,2020-08-31
429,21,65.97,2020-05-09
107,8,92.13,2020-01-10
750,8,64.0,2020-11-05
455,7,13.49,2020-04-21
581,10,41.31,2020-01-02
483,39,96.18,2020-04-17
795,45,86.72,2020-01-13
392,44,15.93,2020-12-01
138,48,87.13,2020-08-17
415,25,74.71,2020-11-07
363,11,4.4,2020-08-17
879,48,30.2,2020-06-07
148,21,21.96,2020-11-18
965,24,23.15,2020-10-26
104,37,1.91,2020-07-22
180,40,88.94,2020-08-24
815,37,44.55,2020-10-31
452,1,9.34,2020-01-08
407,48,47.76,2020-11-25
75,9,81.28,2020-10-26
438,49,63.67,2020-02-25
97,28,3.93,2020-02-22
319,28,29.31,2020-09-20
930,43,19.51,2020-08-02
75,47,58.34,2020-02-04
171,45,23.55,2020-05-25
672,8,7.2,2020-04-01
923,18,84.46,2020-12-24
803,26,45.27,2020-07-14
887,38,66.89,2020-12-28
911,49,92.55,2020-07-22
38,24,62.29,2020-01-08
37,27,8.08,2020-10-27
332,26,18.29,2020-01-23
451,27,52.52,2020-09-18
563,23,22.7,2020-06-08
707,24,0.58,2020-03-14
658,10,56.15,2020-04-15
250,26,8.31,2020-02-17
389,45,88.47,2020-10-29
599,2,95.59,2020-10-03
650,48,85.08,2020-08-30
606,26,92.4,2020-10-01
237,8,90.77,2020-04-27
847,5,45.16,2020-10-05
746,40,69.83,2020-12-15
509,35,92.8,2020-11-27
344,50,62.71,2020-12-06
177,49,81.34,2020-07-04
702,4,55.44,2020-03-05
66,28,65.95,2020-01-10
894,33,91.66,2020-05-10
175,26,66.49,2020-05-27
981,10,76.44,2020-06-17
519,13,5.87,2020-09-27
605,48,16.06,2020-03-17
964,14,71.39,2020-08-09
394,21,50.88,2020-01-22
193,46,26.34,2020-02-08
915,47,52.71,2020-11-13
208,45,60.1,2020-11-26
291,22,67.06,2020-06-30
743,13,45.75,2020-09-15
151,50,80.78,2020-11-19
167,49,72.27,2020-03-03
233,31,6.44,2020-07-11
797,7,96.64,2020-11-19
455,23,46.75,2020-05-05
917,6,57.04,2020-11-06
15,23,68.21,2020-01-12
881,36,88.68,2020-08-06
25,26,22.42,2020-04-22
246,3,4.51,2020-08-06
158,17,46.55,2020-05-18
741,14,44.82,2020-07-28
136,44,36.12,2020-12-08
200,6,35.34,2020-08-21
301,47,85.34,2020-12-04
792,38,99.72,2020-10-04
890,15,42.45,2020-10-14
535,37,53.39,2020-05-13
841,31,51.4,2020-07-24
648,12,23.27,2020-05-01
50,44,84.67,2020-08-09
683,44,95.79,2020-08-16
510,13,38.97,2020-02-17
122,25,7.87,2020-01-27
143,19,3.92,2020-06-28
261,27,23.91,2020-01-05
314,41,0.36,2020-08-27
959,22,88.71,2020-07-07
590,18,95.87,2020-06-20
479,42,80.35,2020-11-16
91,13,41.64,2020-04-22
636,15,33.08,2020-12-22
351,25,69.12,2020-06-29
911,50,27.41,2020-11-22
135,47,63.85,2020-07-20
710,31,16.95,2020-01-14
512,42,47.79,2020-03-27
732,11,23.48,2020-07-19
356,30,70.7,2020-05-26
978,39,29.38,2020-06-04
597,27,54.88,2020-08-17
342,6,78.37,2020-01-08
459,7,78.76,2020-10-02
965,9,59.39,2020-03-29
611,1,20.22,2020-09-07
393,46,87.79,2020-05-12
235,20,13.99,2020-01-19
389,10,53.4,2020-01-31
524,16,3.06,2020-06-08
128,2,74.74,2020-08-05
339,6,99.31,2020-11-28
458,45,37.75,2020-10-01
757,5,24.96,2020-09-24
175,26,74.41,2020-01-27
20,14,67.95,2020-08-30
583,12,55.83,2020-05-03
296,42,90.48,2020-07-02
976,46,55.91,2020-09-27
129,48,60.38,2020-10-07
921,29,22.22,2020-10-09
884,44,32.8,2020-01-15
147,38,68.74,2020-01-31
668,13,8.64,2020-09-11
436,22,84.93,2020-01-07
81,14,93.18,2020-06-12
112,46,62.47,2020-12-18
531,35,57.5,2020-09-12
414,23,99.0,2020-06-16
250,8,29.73,2020-04-28
709,46,21.74,2020-03-13
889,12,82.29,2020-03-21
594,36,18.72,2020-04-27
800,32,72.33,2020-10-24
733,44,89.75,2020-01-28
435,34,83.05,2020-06-19
920,25,21.7,2020-03-24
577,22,91.29,2020-01-20
527,17,34.33,2020-10-25
661,19,71.89,2020-01-31
594,48,73.99,2020-12-14
192,45,9.27,2020-02-02
588,16,65.09,2020-03-10
601,3,0.2,2020-04-08
701,12,89.57,2020-07-25
956,22,86.88,2020-01-16
834,18,45.62,2020-06-15
717,4,71.21,2020-10-06
767,17,96.39,2020-01-19
467,38,6.39,2020-06-30
179,46,22.11,2020-03-29
867,4,82.97,2020-06-07
24,32,19.6,2020-05-29
715,18,49.58,2020-10-02
567,28,83.32,2020-10-24
126,39,81.38,2020-01-17
487,24,30.85,2020-03-27
338,46,9.73,2020-03-02
348,17,51.96,2020-02-16
269,27,63.18,2020-06-28
795,34,48.04,2020-07-11
879,4,36.16,2020-09-14
209,2,15.27,2020-02-28
775,19,17.22,2020-12-27
743,46,7.61,2020-07-13
66,38,31.9,2020-07-24
95,11,63.54,2020-01-01
734,44,66.96,2020-08-05
5,18,66.41,2020-02-18
545,6,63.28,2020-05-30
5,22,41.67,2020-05-16
267,28,24.65,2020-08-24
577,35,72.9,2020-10-23
314,16,43.53,2020-06-17
198,48,85.36,2020-03-08
604,29,19.18,2020-04-03
548,30,62.8,2020-10-05
991,18,65.12,2020-08-13
706,24,9.96,2020-06-28
932,5,78.01,2020-06-07
315,39,39.55,2020-10-18
996,50,19.38,2020-06-24
767,23,65.88,2020-01-16
685,8,83.66,2020-11-07
303,22,24.58,2020-10-19
315,12,39.15,2020-10-06
257,17,43.59,2020-10-23
896,28,9.64,2020-10-31
683,31,42.37,2020-02-16
236,35,54.16,2020-08-11
669,13,21.4,2020-11-19
871,39,16.5,2020-11-22
107,44,86.43,2020-03-09
386,13,73.64,2020-06-13
987,3,69.75,2020-08-09
896,28,38.6,2020-07-23
744,47,53.85,2020-05-03
99,33,82.38,2020-11-12
324,48,0.55,2020-04-13
928,9,48.44,2020-09-12
526,46,6.31,2020-03-08
291,22,6.15,2020-08-14
579,30,84.6,2020-06-30
952,16,7.74,2020-01-04
416,17,96.36,2020-06-01
974,16,26.41,2020-08-15
45,20,74.4,2020-06-09
451,10,53.33,2020-02-15
27,4,84.9,2020-11-10
820,15,7.83,2020-07-07
157,23,88.74,2020-04-06
373,26,40.03,2020-05-11
708,47,9.62,2020-01-05
53,37,21.94,2020-10-18
712,38,52.51,2020-04-27
664,2,10.23,2020-04-27
606,20,84.43,2020-04-14
679,4,73.97,2020-07-03
270,46,15.03,2020-11-23
12,10,89.47,2020-07-28
23,39,23.95,2020-02-25
611,14,92.94,2020-09-22
398,19,84.23,2020-10-22
168,24,28.24,2020-08-25
497,33,84.92,2020-03-29
191,48,95.24,2020-06-11
341,10,25.89,2020-08-07
122,10,5.63,2020-06-03
176,50,14.48,2020-10-23
530,17,79.18,2020-09-14
569,29,43.33,2020-04-24
555,39,7.27,2020-01-19
376,11,97.92,2020-01-31
496,17,12.82,2020-09-26
379,9,3.17,2020-08-11
332,2,79.85,2020-07-30
580,7,5.99,2020-05-11
1000,39,25.69,2020-02-19
870,32,34.35,2020-10-06
951,25,32.58,2020-12-21
749,21,27.2,2020-04-24
288,30,3.81,2020-09-04
432,14,93.62,2020-05-15
239,18,92.53,2020-11-14
550,36,31.16,2020-11-27
581,17,42.27,2020-01-04
477,32,60.46,2020-10-25
731,34,31.64,2020-05-08
823,5,55.62,2020-07-13
632,39,4.73,2020-06-12
206,2,67.26,2020-09-06
853,45,17.68,2020-12-05
693,37,9.47,2020-09-02
731,30,78.99,2020-01-18
972,24,36.7,2020-07-14
338,43,17.46,2020-04-06
887,10,15.02,2020-04-16
851,20,2.37,2020-07-01
601,4,64.06,2020-05-11
433,3,33.59,2020-02-15
206,32,64.23,2020-04-07
527,29,21.23,2020-02-23
532,44,13.27,2020-01-08
756,31,48.55,2020-05-05
293,16,0.5,2020-07-15
275,12,99.07,2020-06-28
560,27,47.33,2020-03-29
816,32,60.41,2020-09-27
789,3,25.62,2020-02-12
945,25,37.77,2020-09-17
849,4,10.87,2020-03-23
96,15,68.42,2020-12-28
957,7,56.08,2020-01-06
914,7,37.92,2020-10-18
244,34,90.82,2020-03-18
866,12,41.08,2020-09-12
266,18,73.36,2020-10-11
738,28,32.51,2020-10-26
80,14,17.11,2020-10-17
110,36,84.96,2020-02-05
332,47,15.73,2020-06-05
995,28,77.74,2020-10-01
993,10,62.62,2020-12-24
467,50,81.72,2020-08-23
816,29,67.29,2020-05-30
697,15,31.96,2020-04-09
241,15,84.64,2020-05-22
416,43,91.56,2020-01-02
45,39,44.52,2020-07-04
558,43,29.56,2020-06-14
438,28,15.9,2020-11-25
560,1,23.99,2020-04-16
551,1,99.7,2020-09-04
763,36,6.98,2020-03-21
699,21,34.28,2020-08-14
534,26,25.86,2020-06-19
205,44,59.58,2020-12-13
515,48,47.23,2020-05-22
189,23,56.3,2020-05-17
330,27,31.58,2020-12-18
938,34,49.61,2020-10-31
304,17,90.97,2020-08-09
177,49,91.32,2020-12-22
355,15,66.83,2020-01-13
597,26,80.1,2020-07-12
910,18,98.23,2020-11-03
729,22,55.09,2020-11-19
677,40,21.41,2020-01-25
759,1,28.85,2020-04-01
748,2,85.4,2020-09-15
962,25,95.46,2020-05-16
794,25,62.97,2020-06-14
724,33,89.38,2020-07-13
726,29,75.02,2020-06-23
272,6,96.35,2020-03-23
662,44,21.33,2020-05-07
51,40,3.63,2020-06-09
679,29,80.74,2020-01-09
867,33,68.57,2020-02-27
998,50,49.61,2020-07-19
38,1,26.44,2020-09-06
82,11,16.69,2020-09-05
114,17,48.92,2020-11-14
333,50,97.72,2020-10-28
150,10,65.1,2020-12-22
45,17,27.82,2020-12-08
644,2,33.51,2020-11-03
41,18,46.59,2020-03-27
196,3,29.42,2020-12-20
527,40,98.2,2020-02-22
183,36,58.74,2020-05-27
455,41,48.73,2020-04-30
863,40,37.61,2020-09-11
674,10,39.26,2020-09-11
627,33,75.14,2020-09-05
821,36,93.92,2020-11-04
670,13,3.97,2020-11-03
896,10,33.88,2020-08-13
334,45,95.83,2020-10-09
488,42,39.79,2020-11-03
917,18,64.86,2020-06-02
933,34,31.04,2020-12-30
33,9,7.09,2020-08-04
454,39,74.5,2020-05-29
443,24,70.68,2020-09-26
264,1,7.82,2020-08-09
691,26,65.57,2020-09-25
25,31,66.13,2020-04-09
366,46,33.96,2020-08-04
712,29,30.84,2020-09-10
837,19,51.17,2020-03-12
442,40,76.75,2020-05-31
136,9,84.98,2020-04-02
455,10,73.69,2020-12-02
331,23,80.24,2020-10-26
421,37,55.05,2020-10-20
683,7,62.47,2020-11-22
67,16,7.88,2020-11-03
38,45,10.56,2020-10-14
214,47,64.99,2020-01-29
863,48,37.32,2020-09-06
519,6,97.58,2020-05-22
505,15,63.53,2020-10-19
329,11,75.29,2020-06-06
773,5,69.63,2020-03-04
774,14,11.53,2020-11-14
632,30,73.35,2020-01-02
129,40,34.92,2020-10-24
977,33,17.16,2020-05-14
649,30,69.46,2020-05-13
312,17,60.17,2020-01-07
407,8,80.87,2020-10-28
389,2,35.52,2020-07-05
795,41,26.1,2020-11-20
276,34,4.74,2020-07-20
998,38,68.84,2020-08-23
400,33,18.64,2020-06-19
304,41,5.58,2020-08-25
921,6,9.99,2020-11-20
596,19,28.85,2020-02-26
494,12,93.65,2020-05-06
87,13,52.21,2020-01-08
809,39,60.88,2020-02-20
215,18,66.71,2020-07-28
645,11,87.63,2020-10-09
936,5,63.04,2020-06-13
43,38,39.76,2020-02-13
85,16,72.01,2020-04-20
12,15,40.8,2020-02-19
861,9,58.84,2020-07-08
92,39,84.05,2020-04-13
182,46,53.22,2020-06-27
371,2,7.04,2020-06-11
469,50,47.71,2020-03-20
757,27,75.54,2020-05-15
820,18,64.55,2020-10-22
930,26,50.17,2020-01-05
496,6,82.74,2020-05-06
833,10,6.87,2020-05-11
71,10,92.84,2020-01-05
682,38,71.44,2020-01-02
462,9,59.29,2020-12-18
223,36,36.66,2020-03-22
997,17,52.23,2020-05-19
642,2,47.54,2020-10-04
639,34,12.82,2020-02-09
863,39,10.07,2020-08-29
722,37,92.46,2020-10-16
660,7,70.59,2020-12-06
580,9,28.14,2020-01-05
666,36,43.98,2020-01-09
915,24,23.29,2020-07-04
935,32,46.26,2020-08-07
324,14,31.24,2020-12-15
273,32,17.96,2020-11-30
681,3,27.56,2020-08-19
915,26,75.25,2020-08-11
785,3,24.27,2020-02-07
289,28,21.03,2020-05-18
528,37,41.41,2020-04-08
125,22,92.08,2020-10-01
548,42,4.6,2020-05-10
746,7,89.39,2020-12-16
480,36,62.42,2020-02-20
756,23,32.03,2020-03-24
961,1,40.6,2020-03-08
350,36,50.65,2020-09-16
976,1,23.52,2020-03-07
166,35,56.06,2020-07-18
140,30,54.34,2020-05-27
399,25,54.86,2020-08-17
63,2,25.77,2020-12-22
268,24,35.73,2020-07-05
892,31,5.82,2020-04-03
262,18,25.19,2020-03-05
239,48,73.53,2020-02-01
140,37,65.87,2020-05-09
968,43,55.11,2020-01-17
230,8,72.49,2020-08-17
999,44,85.19,2020-08-05
448,20,70.83,2020-02-05
124,29,32.91,2020-02-11
406,47,17.88,2020-07-29
75,47,70.28,2020-01-06
312,5,83.72,2020-12-23
76,12,56.43,2020-12-30
977,9,7.23,2020-10-10
671,43,8.62,2020-08-29
639,20,28.16,2020-09-22
36,25,88.49,2020-04-18
730,22,81.39,2020-11-27
674,45,21.57,2020-10-21
860,12,81.44,2020-07-03
442,38,48.08,2020-05-25
570,42,71.56,2020-04-06
970,37,66.65,2020-02-21
723,1,84.19,2020-01-06
181,16,4.11,2020-01-20
600,19,70.12,2020-12-04
391,16,71.8,2020-03-17
332,15,88.85,2020-05-10
436,16,32.05,2020-12-26
770,13,68.05,2020-06-15
655,14,29.94,2020-05-22
509,26,51.66,2020-02-22
401,14,0.02,2020-10-12
380,31,94.84,2020-04-22
309,6,59.75,2020-07-19
875,14,4.28,2020-05-15
293,15,19.62,2020-06-09
85,13,12.19,2020-02-28
647,42,38.05,2020-10-21
199,10,59.44,2020-11-20
5,39,85.81,2020-04-20
210,35,93.53,2020-10-07
581,40,99.73,2020-09-26
565,7,86.59,2020-07-20
636,5,99.41,2020-01-05
86,10,31.35,2020-07-28
41,44,79.47,2020-09-22
539,9,31.67,2020-06-12
409,37,8.28,2020-08-03
797,34,0.7,2020-06-11
762,34,13.15,2020-11-28
898,17,93.43,2020-08-12
873,43,99.12,2020-11-27
881,8,32.93,2020-12-18
682,36,21.07,2020-12-24
524,19,26.85,2020-05-24
9,39,89.09,2020-10-09
527,9,24.36,2020-02-07
934,30,16.83,2020-02-21
291,14,67.07,2020-11-13
615,24,76.11,2020-10-07
214,50,19.13,2020-12-14
412,19,24.73,2020-08-11
536,22,40.57,2020-09-23
109,19,3.92,2020-11-23
681,21,45.38,2020-04-19
68,24,14.17,2020-05-19
293,12,79.09,2020-01-11
242,47,53.46,2020-12-30
888,12,26.2,2020-03-26
246,36,60.83,2020-01-29
49,11,70.76,2020-09-08
236,1,35.55,2020-10-29
509,34,51.37,2020-10-05
468,24,74.21,2020-05-05
278,24,90.73,2020-09-12
717,36,41.97,2020-10-31
312,12,83.05,2020-04-29
92,23,8.88,2020-10-05
703,50,55.5,2020-11-20
840,16,25.65,2020-10-02
155,2,21.21,2020-05-12
126,40,94.48,2020-12-07
940,19,1.53,2020-06-07
790,42,17.17,2020-09-08
450,49,45.31,2020-02-11
393,25,4.45,2020-01-17
756,24,84.59,2020-09-30
75,30,81.25,2020-09-06
240,23,71.51,2020-06-06
434,33,92.21,2020-02-20
977,31,79.4,2020-11-20
70,26,77.11,2020-02-25
819,45,86.61,2020-09-23
439,43,42.25,2020-08-08
876,30,9.66,2020-05-19
775,12,7.08,2020-02-14
958,27,91.01,2020-03-21
665,3,79.32,2020-10-01
578,22,48.8,2020-03-19
586,41,9.5,2020-02-13
568,36,79.86,2020-05-19
820,11,4.46,2020-07-30
116,2,52.23,2020-03-01
383,19,8.42,2020-08-29
763,31,7.67,2020-11-07
758,27,91.92,2020-12-12
414,46,61.51,2020-01-05
250,50,71.26,2020-02-23
892,14,78.76,2020-10-19
